DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2017,4.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2018,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2019,4.31,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2020,4.65,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2021,4.72,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,FR,2022,4.94,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2010,5.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2011,5.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2012,5.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2013,5.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2014,5.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2015,5.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2016,5.00,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2017,5.00,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2018,4.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2019,4.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2020,4.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2021,4.62,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HR,2022,4.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2005,4.34,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2006,5.90,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2007,3.86,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2008,3.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2009,3.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2010,3.58,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2011,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2012,4.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2013,4.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2014,4.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2015,4.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2016,4.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2017,4.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2018,4.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2019,4.51,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2020,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2021,4.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,HU,2022,4.06,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2003,4.94,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2004,5.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2005,5.14,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2006,4.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2007,4.88,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2008,4.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2009,4.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2010,4.80,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2011,4.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2012,4.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2013,4.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2014,4.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2015,4.58,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2016,4.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2017,4.76,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2018,4.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2019,4.05,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2020,4.06,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2021,3.79,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IE,2022,4.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2004,3.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2005,3.55,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2006,3.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2007,3.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2008,3.81,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2009,4.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2010,3.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2011,3.36,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2012,3.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2013,3.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2014,3.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2015,3.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2016,3.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2017,3.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IS,2018,3.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2004,5.90,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2005,5.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2006,5.66,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2007,5.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2008,5.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2009,5.47,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2010,5.76,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2011,6.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2012,6.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2013,6.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2014,6.29,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2015,6.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2016,6.85,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2017,6.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2018,6.55,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2019,6.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2020,5.97,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2021,6.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,IT,2022,5.71,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2005,7.52,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2006,6.81,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2007,6.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2008,6.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2009,6.91,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2010,8.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2011,6.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2012,5.73,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2013,6.61,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2014,6.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2015,8.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2016,7.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2017,7.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2018,7.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2019,6.62,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2020,6.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2021,6.23,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LT,2022,6.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2003,4.08,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2004,4.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2005,4.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2006,4.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2007,4.11,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2008,4.26,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2009,4.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2010,4.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2011,4.07,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2012,4.16,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2013,4.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2014,4.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2015,4.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2016,4.59,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2017,4.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2018,5.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2019,5.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2020,5.07,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2021,4.59,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LU,2022,4.55,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2005,7.33,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2006,8.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2007,6.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2008,7.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2009,7.60,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2010,7.72,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2011,7.36,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2012,7.27,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2013,6.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2014,6.92,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2015,6.93,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2016,6.23,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2017,6.29,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2018,6.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2019,6.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2020,6.06,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2021,6.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2022,6.16,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,LV,2023,6.11,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2013,8.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2014,7.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2015,7.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2016,7.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2017,8.10,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2018,7.71,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2019,6.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2020,6.16,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2021,6.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,ME,2022,5.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2012,10.94,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2013,8.96,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2014,7.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2015,6.91,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2016,6.93,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2017,6.68,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2018,6.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2019,5.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MK,2020,6.24,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2005,3.91,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2006,3.97,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2007,3.91,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2008,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2009,4.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2010,4.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2011,4.10,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2012,3.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2013,4.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2014,4.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2015,4.23,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2016,4.29,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2017,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2018,4.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2019,4.26,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2020,4.79,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2021,5.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,MT,2022,4.79,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2005,4.11,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2006,3.92,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2007,4.08,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2008,4.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2009,4.07,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2010,3.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2011,3.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2012,3.71,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2013,3.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2014,3.91,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2015,4.00,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2016,4.12,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2017,4.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2018,4.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2019,4.11,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2020,4.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2021,4.06,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NL,2022,4.10,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2003,3.73,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2004,3.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2005,3.90,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2006,4.71,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2007,3.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2008,3.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2009,3.60,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2010,3.48,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2011,3.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2012,3.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2013,3.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2014,3.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2015,3.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2016,3.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2017,4.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2018,3.93,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2019,3.98,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2020,3.86,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2021,4.08,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,NO,2022,4.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2005,7.23,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2006,6.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2007,5.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2008,5.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2009,5.22,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2010,5.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2011,5.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2012,5.17,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2013,5.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2014,5.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2015,5.23,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2016,5.05,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2017,4.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2018,4.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2019,4.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2020,4.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2021,4.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PL,2022,4.06,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2004,7.05,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2005,7.09,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2006,6.79,
